index,sample_id,class_id,label,recording_id,split,protocol,split_seed
0,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg000.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
1,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg001.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
2,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg002.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
3,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg003.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
4,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg004.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
5,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg005.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
6,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg006.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
7,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg007.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
8,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg008.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
9,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg009.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
10,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg010.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
11,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg011.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
12,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg012.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
13,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg013.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
14,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg014.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
15,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg015.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
16,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg016.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
17,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg017.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
18,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg018.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
19,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg019.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
20,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg020.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
21,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg021.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
22,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg022.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
23,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg023.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
24,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg024.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,42
