index,sample_id,class_id,label,recording_id,split,protocol,split_seed
0,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg000.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
1,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg001.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
2,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg002.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
3,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg003.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
4,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg004.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
5,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg005.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
6,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg006.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
7,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg007.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
8,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg008.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
9,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg009.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
10,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg010.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
11,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg011.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
12,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg012.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
13,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg013.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
14,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg014.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
15,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg015.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
16,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg016.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
17,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg017.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
18,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg018.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
19,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg019.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
20,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg020.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
21,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg021.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
22,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg022.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
23,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg023.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
24,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg024.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
25,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg025.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
26,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg026.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
27,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg027.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
28,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg028.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
29,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg029.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
30,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg030.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
31,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg031.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
32,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_original_denoised_seg032.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
33,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_pitch_denoised_seg000.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
34,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_pitch_denoised_seg001.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
35,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_pitch_denoised_seg002.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
36,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_pitch_denoised_seg003.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
37,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_pitch_denoised_seg004.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
38,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_pitch_denoised_seg005.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
39,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_pitch_denoised_seg006.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
40,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_pitch_denoised_seg007.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
41,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_pitch_denoised_seg008.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
42,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_pitch_denoised_seg009.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
43,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_pitch_denoised_seg010.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
44,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_pitch_denoised_seg011.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
45,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_pitch_denoised_seg012.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
46,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_pitch_denoised_seg013.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,456
